rowid,hostname,pl_letter,cb_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,ra,dec,sy_dist,pl_eqt,st_lum,pl_dens,st_dens,st_age,st_teff
3506,Kepler-254,d,0,1,3,18.746477,0.139,2.5,,288.1646541,45.8164257,1389.48,,,,,,5957.0
3507,Kepler-255,b,0,1,3,5.714606,0.063,1.55,,296.0642702,45.9767647,1052.53,,,,,,5573.0
3508,Kepler-255,c,0,1,3,9.946047,0.092,2.99,,296.0642702,45.9767647,1052.53,,,,,,5573.0
3509,Kepler-255,d,0,1,3,1.04562266,,1.32,,296.0642702,45.9767647,1052.53,,,,,4.37,5431.0
3510,Kepler-256,b,0,1,4,1.620493,0.027,1.59,,292.58042,46.0973588,1026.43,,,,,,5551.0
3511,Kepler-256,c,0,1,4,3.38802,0.045,2.15,,292.58042,46.0973588,1026.43,,,,,,5551.0
3512,Kepler-256,d,0,1,4,5.839172,0.064,2.48,,292.58042,46.0973588,1026.43,,,,,,5551.0
3513,Kepler-256,e,0,1,4,10.681572,0.096,2.35,,292.58042,46.0973588,1026.43,,,,,,5551.0
3514,Kepler-257,b,0,1,3,2.382667,0.034,2.61,,297.3159994,46.0232642,780.256,,,,,,5180.0
3515,Kepler-257,c,0,1,3,6.581484,0.066,5.41,,297.3159994,46.0232642,780.256,,,,,,5180.0
3516,Kepler-257,d,0,1,3,24.664551,0.16,4.95,,297.3159994,46.0232642,780.256,,,,,,5180.0
3517,Kepler-258,b,0,1,2,13.19722,0.103,4.06,,294.0684116,46.5791357,575.988,,,,,,4942.0
3518,Kepler-258,c,0,1,2,33.653079,0.193,3.61,,294.0684116,46.5791357,575.988,,,,,,4942.0
3519,Kepler-259,b,0,1,2,8.115317,0.079,2.8,,288.2119707,46.6150461,1002.14,,,,,,5938.0
3520,Kepler-259,c,0,1,2,36.924931,0.217,2.7,,288.2119707,46.6150461,1002.14,,,,,,5938.0
3521,Kepler-26,b,0,1,4,12.28,,2.78,5.12,284.9410627,46.5664505,335.307,,,1.26,,,3914.0
3522,Kepler-26,c,0,1,4,17.2559,,2.72,6.2,284.9410627,46.5664505,335.307,,,1.61,,,3914.0
3523,Kepler-26,d,0,1,4,3.543919,0.039,1.07,,284.9410627,46.5664505,335.307,,,,,,4486.0
3524,Kepler-26,e,0,1,4,46.827915,0.22,2.41,,284.9410627,46.5664505,335.307,,,,,,4486.0
3525,Kepler-260,b,0,1,2,8.187399,0.075,2.01,,291.9259658,38.0140525,627.365,,,,,,5250.0
3526,Kepler-260,c,0,1,2,76.050178,0.332,1.74,,291.9259658,38.0140525,627.365,,,,,,5250.0
3527,Kepler-261,b,0,1,2,10.381227,0.088,2.18,,291.3647333,37.609239,317.499,,,,,,5098.0
3528,Kepler-261,c,0,1,2,24.570858,0.156,2.0,,291.3647333,37.609239,317.499,,,,,,5098.0
3529,Kepler-262,b,0,1,2,13.060855,0.108,1.36,,290.7287168,37.2526575,613.129,,,,,,5841.0
3530,Kepler-262,c,0,1,2,21.853722,0.152,1.64,,290.7287168,37.2526575,613.129,,,,,,5841.0
3531,Kepler-263,b,0,1,2,16.568087,0.12,2.67,,292.4698022,37.5677941,754.747,,,,,,5265.0
3532,Kepler-263,c,0,1,2,47.332773,0.242,2.47,,292.4698022,37.5677941,754.747,,,,,,5265.0
3533,Kepler-264,b,0,1,2,40.806231,0.249,3.33,,292.044628,37.3761861,942.173,,,,,,6158.0
3534,Kepler-264,c,0,1,2,140.101261,0.566,2.83,,292.044628,37.3761861,942.173,,,,,,6158.0
3535,Kepler-265,b,0,1,4,6.846262,0.069,1.86,,290.5104788,41.244743,1280.25,,,,,,5835.0
3536,Kepler-265,c,0,1,4,17.028937,0.127,2.63,,290.5104788,41.244743,1280.25,,,,,,5835.0
3537,Kepler-265,d,0,1,4,43.130617,0.236,2.49,,290.5104788,41.244743,1280.25,,,,,,5835.0
3538,Kepler-265,e,0,1,4,67.831024,0.319,2.59,,290.5104788,41.244743,1280.25,,,,,,5835.0
3539,Kepler-266,b,0,1,2,6.61833,0.071,2.48,,294.4843821,44.1669355,1370.79,,,,,,5885.0
3540,Kepler-266,c,0,1,2,107.723601,0.457,3.89,,294.4843821,44.1669355,1370.79,,,,,,5885.0
3541,Kepler-267,b,0,1,3,3.353728,0.037,1.98,,299.8305655,47.1575741,264.993,,,,,,4258.0
3542,Kepler-267,c,0,1,3,6.87745,0.06,2.13,,299.8305655,47.1575741,264.993,,,,,,4258.0
3543,Kepler-267,d,0,1,3,28.464515,0.154,2.27,,299.8305655,47.1575741,264.993,,,,,,4258.0
3544,Kepler-268,b,0,1,2,25.934138,0.18,2.55,,291.9761559,38.0550327,851.87,,,,,,6081.0
3545,Kepler-268,c,0,1,2,83.446393,0.391,3.38,,291.9761559,38.0550327,851.87,,,,,,6081.0
3546,Kepler-269,b,0,1,2,5.326718,0.061,2.47,,290.2151459,41.775981,2257.32,,,,,,5847.0
3547,Kepler-269,c,0,1,2,8.127899,0.081,1.69,,290.2151459,41.775981,2257.32,,,,,,5847.0
3548,Kepler-27,b,0,1,3,15.3348,0.118,4.0,2895.31,292.2367608,41.085871,1044.36,,,,,,5400.0
3549,Kepler-27,c,0,1,3,31.3309,0.191,4.9,4385.87,292.2367608,41.085871,1044.36,,,,,,5400.0
3550,Kepler-27,d,0,1,3,6.54628992,,2.706,,292.2367608,41.085871,1044.36,,,,1.3506,,5251.0
3551,Kepler-270,b,0,1,2,11.476094,0.107,2.01,,282.2001207,44.4222795,948.781,,,,,,6067.0
3552,Kepler-270,c,0,1,2,25.262887,0.18,1.77,,282.2001207,44.4222795,948.781,,,,,,6067.0
3553,Kepler-271,b,0,1,3,10.43547805,,1.23,,283.0029316,44.284108,404.542,,,,,4.57,5555.0
3554,Kepler-271,c,0,1,3,7.41086267,,0.95,,283.0029316,44.284108,404.542,,,,,4.57,5555.0
3555,Kepler-271,d,0,1,3,5.24972541,,0.66,,283.0029316,44.284108,404.542,,,,,4.57,5555.0
3556,Kepler-272,b,0,1,3,2.971353,0.038,1.43,,299.1275257,47.5938319,889.608,,,,,,5297.0
3557,Kepler-272,c,0,1,3,6.057342,0.061,1.79,,299.1275257,47.5938319,889.608,,,,,,5297.0
3558,Kepler-272,d,0,1,3,10.937304,0.091,2.25,,299.1275257,47.5938319,889.608,,,,,,5297.0
3559,Kepler-273,b,0,1,2,2.936532,0.037,1.5,,291.3021458,47.6976573,713.964,,,,,,5626.0
3560,Kepler-273,c,0,1,2,8.014927,0.073,1.98,,291.3021458,47.6976573,713.964,,,,,,5626.0
3561,Kepler-274,b,0,1,2,11.634788,0.101,1.54,,292.9227926,38.4772173,1333.62,,,,,,6023.0
3562,Kepler-274,c,0,1,2,33.197861,0.204,1.84,,292.9227926,38.4772173,1333.62,,,,,,6023.0
3563,Kepler-275,b,0,1,3,10.300682,0.098,2.34,,292.4797004,38.5149018,2034.25,,,,,,6165.0
3564,Kepler-275,c,0,1,3,16.088134,0.132,3.38,,292.4797004,38.5149018,2034.25,,,,,,6165.0
3565,Kepler-275,d,0,1,3,35.676062,0.224,3.33,,292.4797004,38.5149018,2034.25,,,,,,6165.0
3566,Kepler-276,b,0,1,3,14.12841,0.119,2.87,,293.568197,39.0363123,1144.86,,,,,,6105.0
3567,Kepler-276,c,0,1,3,31.884,,2.9,16.6,293.568197,39.0363123,1144.86,,,,,,
3568,Kepler-276,d,0,1,3,48.648,,2.8,16.3,293.568197,39.0363123,1144.86,,,,,,
3569,Kepler-277,b,0,1,2,17.324,,2.92,87.3,286.5831894,39.0772582,976.643,,,,,,
3570,Kepler-277,c,0,1,2,33.006,,3.36,64.2,286.5831894,39.0772582,976.643,,,,,,
3571,Kepler-278,b,0,1,2,30.160546,0.207,4.07,,290.1072124,38.7022694,443.03,,,,,,4991.0
3572,Kepler-278,c,0,1,2,51.078775,0.294,3.59,,290.1072124,38.7022694,443.03,,,,,,4991.0
3573,Kepler-279,b,0,1,3,12.309681,0.112,3.62,,287.391295,42.194822,1037.4,,,,,,6363.0
3574,Kepler-279,c,0,1,3,35.736,,4.3,49.4,287.391295,42.194822,1037.4,,,,,,
3575,Kepler-279,d,0,1,3,54.414,,3.1,37.5,287.391295,42.194822,1037.4,,,,,,
3576,Kepler-28,b,0,1,2,5.91,,1.959,1.63,292.1370409,42.4294835,438.359,,,1.18543,3.2708,,4499.3
3577,Kepler-28,c,0,1,2,8.99,,1.857,2.06,292.1370409,42.4294835,438.359,,,1.76436,3.2708,,4499.3
3578,Kepler-280,b,0,1,2,2.139542,0.032,1.45,,291.3905325,42.1804735,780.361,,,,,,5744.0
3579,Kepler-280,c,0,1,2,4.807091,0.056,2.01,,291.3905325,42.1804735,780.361,,,,,,5744.0
3580,Kepler-281,b,0,1,3,14.646008,0.117,2.82,,294.1081465,44.7706524,1745.45,,,,,,5723.0
3581,Kepler-281,c,0,1,3,36.337373,0.215,5.31,,294.1081465,44.7706524,1745.45,,,,,,5723.0
3582,Kepler-281,d,0,1,3,148.2720032,,5.937,,294.1081465,44.7706524,1745.45,,,,2.9593,,5717.0
3583,Kepler-282,b,0,1,4,9.220524,0.082,1.01,,284.6772402,44.7976401,1337.61,,,,,,5602.0
3584,Kepler-282,c,0,1,4,13.638723,0.106,1.2,,284.6772402,44.7976401,1337.61,,,,,,5602.0
3585,Kepler-282,d,0,1,4,24.806,,2.46,61.0,284.6772402,44.7976401,1337.61,,,,,,
3586,Kepler-282,e,0,1,4,44.347,,3.1,56.2,284.6772402,44.7976401,1337.61,,,,,,
3587,Kepler-283,b,0,1,2,11.008151,0.082,2.13,,293.6137413,47.838938,468.094,,,,,,4351.0
3588,Kepler-283,c,0,1,2,92.743711,0.341,1.82,,293.6137413,47.838938,468.094,,,,,,4351.0
3589,Kepler-284,b,0,1,2,12.699149,0.104,2.24,,293.1465698,47.7297053,1031.95,,,,,,5615.0
3590,Kepler-284,c,0,1,2,37.514456,0.213,2.61,,293.1465698,47.7297053,1031.95,,,,,,5615.0
3591,Kepler-285,b,0,1,2,2.633867,0.036,1.34,,291.3908469,48.0655392,824.31,,,,,,5411.0
3592,Kepler-285,c,0,1,2,6.186676,0.064,1.12,,291.3908469,48.0655392,824.31,,,,,,5411.0
3593,Kepler-286,b,0,1,4,1.796302,0.027,1.24,,290.6761874,48.2942362,1226.85,,,,,,5580.0
3594,Kepler-286,c,0,1,4,3.468095,0.042,1.37,,290.6761874,48.2942362,1226.85,,,,,,5580.0
3595,Kepler-286,d,0,1,4,5.914323,0.061,1.33,,290.6761874,48.2942362,1226.85,,,,,,5580.0
3596,Kepler-286,e,0,1,4,29.221289,0.176,1.77,,290.6761874,48.2942362,1226.85,,,,,,5580.0
3597,Kepler-287,b,0,1,2,20.342199,0.145,2.33,,290.9274282,48.4434588,835.86,,,,,,5806.0
3598,Kepler-287,c,0,1,2,44.851896,0.246,3.26,,290.9274282,48.4434588,835.86,,,,,,5806.0
3599,Kepler-288,b,0,1,3,6.097326,0.065,1.67,,288.9163997,39.5947523,1194.15,,,,,,5918.0
3600,Kepler-288,c,0,1,3,19.305772,0.14,2.85,,288.9163997,39.5947523,1194.15,,,,,,5918.0
3601,Kepler-288,d,0,1,3,56.633742,0.287,2.67,,288.9163997,39.5947523,1194.15,,,,,,5918.0
3602,Kepler-289,b,0,1,3,34.5383,,2.49,3.7,297.4653351,42.8828517,704.438,,0.061,1.45,1.58,0.65,5990.0
3603,Kepler-289,c,0,1,3,125.8723,,11.23,157.18,297.4653351,42.8828517,704.438,,0.061,0.66,1.58,0.65,5990.0
3604,Kepler-289,d,0,1,3,66.0282,,3.03,5.33,297.4653351,42.8828517,704.438,,0.061,1.14,1.58,0.65,5990.0
3605,Kepler-29,b,0,1,2,10.33974,,2.55,5.0,298.348382,47.4913021,832.532,,,1.65,,,5378.0
3606,Kepler-29,c,0,1,2,13.28613,,2.34,4.5,298.348382,47.4913021,832.532,,,1.91,,,5378.0
3607,Kepler-290,b,0,1,3,14.589347,0.11,2.25,,286.4100307,42.6815137,694.627,,,,,,5147.0
3608,Kepler-290,c,0,1,3,36.77031,0.205,2.7,,286.4100307,42.6815137,694.627,,,,,,5147.0
3609,Kepler-290,d,0,1,3,0.76401755,0.0154,0.86,,286.4100307,42.6815137,694.627,1589.0,,,3.7212,,5142.0
3610,Kepler-291,b,0,1,2,3.546511,0.047,2.16,,287.9163029,42.4372666,1786.48,,,,,,6002.0
3611,Kepler-291,c,0,1,2,5.700786,0.065,1.88,,287.9163029,42.4372666,1786.48,,,,,,6002.0
3612,Kepler-292,b,0,1,5,2.580827,0.035,1.32,,295.7661979,42.4242822,1056.48,,,,,,5299.0
3613,Kepler-292,c,0,1,5,3.715335,0.045,1.47,,295.7661979,42.4242822,1056.48,,,,,,5299.0
3614,Kepler-292,d,0,1,5,7.055679,0.068,2.23,,295.7661979,42.4242822,1056.48,,,,,,5299.0
3615,Kepler-292,e,0,1,5,11.97901,0.097,2.67,,295.7661979,42.4242822,1056.48,,,,,,5299.0
3616,Kepler-292,f,0,1,5,20.834237,0.141,2.35,,295.7661979,42.4242822,1056.48,,,,,,5299.0
3617,Kepler-293,b,0,1,2,19.254196,0.144,3.07,,286.3580611,42.4064917,974.633,,,,,,5804.0
3618,Kepler-293,c,0,1,2,54.155743,0.286,3.83,,286.3580611,42.4064917,974.633,,,,,,5804.0
3619,Kepler-294,b,0,1,2,3.701212,0.048,1.77,,287.3920392,46.0592578,1357.01,,,,,,5913.0
3620,Kepler-294,c,0,1,2,6.6264,0.071,2.71,,287.3920392,46.0592578,1357.01,,,,,,5913.0
3621,Kepler-295,b,0,1,3,12.645164,0.099,1.22,,285.3458383,45.3677754,1699.19,,,,,,5603.0
3622,Kepler-295,c,0,1,3,21.526258,0.142,1.17,,285.3458383,45.3677754,1699.19,,,,,,5603.0
3623,Kepler-295,d,0,1,3,33.884054,0.192,1.36,,285.3458383,45.3677754,1699.19,,,,,,5603.0
3624,Kepler-296,b,0,2,5,10.864384,0.079,1.61,,286.5400278,49.4372614,,,,,6.4,,3740.0
3625,Kepler-296,c,0,2,5,5.8416366,0.0521,2.0,,286.5400278,49.4372614,,,,,6.4,,3740.0
3626,Kepler-296,d,0,2,5,19.850291,0.118,2.09,,286.5400278,49.4372614,,,,,6.4,,3740.0
3627,Kepler-296,e,0,2,5,34.14211,0.169,1.53,,286.5400278,49.4372614,,,,,6.4,,3740.0
3628,Kepler-296,f,0,2,5,63.33627,0.255,1.8,,286.5400278,49.4372614,,,,,6.4,,3740.0
3629,Kepler-297,b,0,1,3,38.871826,0.217,2.87,,283.2091605,48.7776156,692.14,,,,,,5619.0
3630,Kepler-297,c,0,1,3,74.920137,0.336,6.54,,283.2091605,48.7776156,692.14,,,,,,5619.0
3631,Kepler-297,d,0,1,3,150.0189511,0.523,32.6,,283.2091605,48.7776156,692.14,325.0,,,1.4261,,5618.0
3632,Kepler-298,b,0,1,3,10.475464,0.08,1.96,,283.0398448,48.8253303,518.204,,,,,,4465.0
3633,Kepler-298,c,0,1,3,22.92881,0.136,1.93,,283.0398448,48.8253303,518.204,,,,,,4465.0
3634,Kepler-298,d,0,1,3,77.473633,0.305,2.5,,283.0398448,48.8253303,518.204,,,,,,4465.0
3635,Kepler-299,b,0,1,4,2.927128,0.04,1.32,,283.2070156,48.5805222,1052.24,,,,,,5617.0
3636,Kepler-299,c,0,1,4,6.885875,0.07,2.65,,283.2070156,48.5805222,1052.24,,,,,,5617.0
3637,Kepler-299,d,0,1,4,15.054786,0.118,1.86,,283.2070156,48.5805222,1052.24,,,,,,5617.0
3638,Kepler-299,e,0,1,4,38.285489,0.22,1.87,,283.2070156,48.5805222,1052.24,,,,,,5617.0
3639,Kepler-30,b,0,1,3,29.33434,0.18,3.9,11.3,285.2836483,38.9472625,914.221,,,1.02,2.0,2.0,5498.0
3640,Kepler-30,c,0,1,3,60.323105,0.3,12.3,640.0,285.2836483,38.9472625,914.221,,,1.88,2.0,2.0,5498.0
3641,Kepler-30,d,0,1,3,143.34394,0.5,8.8,23.1,285.2836483,38.9472625,914.221,,,0.19,2.0,2.0,5498.0
3642,Kepler-300,b,0,1,2,10.446347,0.094,1.67,,295.2886934,48.5997243,1098.45,,,,,,5986.0
3643,Kepler-300,c,0,1,2,40.714955,0.232,2.25,,295.2886934,48.5997243,1098.45,,,,,,5986.0
3644,Kepler-301,b,0,1,3,2.508553,0.036,1.35,,283.982904,49.2329512,719.166,,,,,,5815.0
3645,Kepler-301,c,0,1,3,5.419026,0.06,1.35,,283.982904,49.2329512,719.166,,,,,,5815.0
3646,Kepler-301,d,0,1,3,13.751243,0.112,1.75,,283.982904,49.2329512,719.166,,,,,,5815.0
3647,Kepler-302,b,0,1,2,30.184104,0.193,4.06,,294.3169307,43.6292436,1402.58,,,,,,5740.0
3648,Kepler-302,c,0,1,2,127.282184,0.503,12.45,,294.3169307,43.6292436,1402.58,,,,,,5740.0
3649,Kepler-303,b,0,1,2,1.937055,0.024,0.89,,283.1354742,43.6567036,209.738,,,,,,3944.0
3650,Kepler-303,c,0,1,2,7.061149,0.057,1.14,,283.1354742,43.6567036,209.738,,,,,,3944.0
3651,Kepler-304,b,0,1,4,3.295709,0.039,2.86,,294.4418031,40.5575408,434.684,,,,,,4731.0
3652,Kepler-304,c,0,1,4,5.315946,0.054,2.17,,294.4418031,40.5575408,434.684,,,,,,4731.0
3653,Kepler-304,d,0,1,4,9.653471,0.08,2.75,,294.4418031,40.5575408,434.684,,,,,,4731.0
3654,Kepler-304,e,0,1,4,1.49914695,,1.2,,294.4418031,40.5575408,434.684,,,,,2.09,4817.0
3655,Kepler-305,b,0,1,4,5.487,,3.6,10.5,299.2242557,40.343167,868.477,,,,,,
3656,Kepler-305,c,0,1,4,8.291,,3.3,6.0,299.2242557,40.343167,868.477,,,,,,
3657,Kepler-305,d,0,1,4,16.74,,2.76,6.2,299.2242557,40.343167,868.477,,,1.63203,2.3262,,5090.0
3658,Kepler-305,e,0,1,4,3.20538,,1.794,,299.2242557,40.343167,868.477,,-0.423,,2.0419,,4974.0
3659,Kepler-306,b,0,1,4,4.646186,0.05,1.52,,288.5387145,40.6160545,775.679,,,,,,4954.0
3660,Kepler-306,c,0,1,4,7.240193,0.067,2.35,,288.5387145,40.6160545,775.679,,,,,,4954.0
3661,Kepler-306,d,0,1,4,17.326644,0.12,2.47,,288.5387145,40.6160545,775.679,,,,,,4954.0
3662,Kepler-306,e,0,1,4,44.840975,0.227,2.27,,288.5387145,40.6160545,775.679,,,,,,4954.0
3663,Kepler-307,b,0,1,2,10.4208,,2.43,7.44,297.7950939,40.4176403,575.581,,,2.62,,,5367.0
3664,Kepler-307,c,0,1,2,13.0729,,2.2,3.64,297.7950939,40.4176403,575.581,,,1.74,,,5367.0
3665,Kepler-308,b,0,1,2,9.694928,0.09,2.12,,295.7852423,40.4395753,1335.92,,,,,,5895.0
3666,Kepler-308,c,0,1,2,15.38231,0.123,2.16,,295.7852423,40.4395753,1335.92,,,,,,5895.0
3667,Kepler-309,b,0,1,2,5.923653,0.059,1.56,,297.5098911,46.9614121,544.568,,,,,,4713.0
3668,Kepler-309,c,0,1,2,105.356383,0.401,2.51,,297.5098911,46.9614121,544.568,,,,,,4713.0
3669,Kepler-31,b,0,1,3,20.8613,0.16,5.5,,294.0230229,45.8530535,1664.64,,,,,,6340.0
3670,Kepler-31,c,0,1,3,42.6318,0.26,5.3,1493.7,294.0230229,45.8530535,1664.64,,,,,,6340.0
3671,Kepler-31,d,0,1,3,87.6451,0.4,3.9,2161.244,294.0230229,45.8530535,1664.64,,,,,,6340.0
3672,Kepler-310,b,0,1,3,13.930698,0.111,1.19,,288.839278,46.9867472,602.268,,,,,,5797.0
3673,Kepler-310,c,0,1,3,56.47542,0.281,3.38,,288.839278,46.9867472,602.268,,,,,,5797.0
3674,Kepler-310,d,0,1,3,92.876125,0.392,2.47,,288.839278,46.9867472,602.268,,,,,,5797.0
3675,Kepler-311,b,0,1,3,9.176092,0.087,1.7,,282.0612731,47.0854984,778.654,,,,,,5905.0
3676,Kepler-311,c,0,1,3,19.738286,0.145,1.43,,282.0612731,47.0854984,778.654,,,,,,5905.0
3677,Kepler-311,d,0,1,3,232.040326,0.7326,2.05,,282.0612731,47.0854984,778.654,327.0,,,0.5744,,5903.0
3678,Kepler-312,b,0,1,2,1.772419,0.031,1.29,,298.3957687,42.4597712,797.72,,,,,,6115.0
3679,Kepler-312,c,0,1,2,19.747412,0.153,3.15,,298.3957687,42.4597712,797.72,,,,,,6115.0
3680,Kepler-313,b,0,1,2,14.970418,0.125,2.53,,298.2948708,48.7754,,,,,,,5727.0
3681,Kepler-313,c,0,1,2,32.273273,0.208,2.57,,298.2948708,48.7754,,,,,,,5727.0
3682,Kepler-314,b,0,1,2,2.461069,0.035,0.83,,294.6741507,42.0756037,268.881,,,,,,5378.0
3683,Kepler-314,c,0,1,2,5.960392,0.064,2.9,,294.6741507,42.0756037,268.881,,,,,,5378.0
3684,Kepler-315,b,0,1,2,96.101141,0.402,3.77,,298.0230967,43.3634761,1160.63,,,,,,5796.0
3685,Kepler-315,c,0,1,2,265.469335,0.791,4.15,,298.0230967,43.3634761,1160.63,,,,,,5796.0
3686,Kepler-316,b,0,1,2,2.240508,0.027,1.06,,290.825835,44.1838993,384.938,,,,,,4204.0
3687,Kepler-316,c,0,1,2,6.827766,0.058,1.16,,290.825835,44.1838993,384.938,,,,,,4204.0
3688,Kepler-317,b,0,1,2,5.524242,0.061,2.09,,294.9438822,39.0320499,940.584,,,,,,5497.0
3689,Kepler-317,c,0,1,2,8.77501,0.083,1.72,,294.9438822,39.0320499,940.584,,,,,,5497.0
3690,Kepler-318,b,0,1,2,4.662715,0.056,4.71,,298.4828337,46.7936357,489.141,,,,,,5746.0
3691,Kepler-318,c,0,1,2,11.815007,0.105,3.68,,298.4828337,46.7936357,489.141,,,,,,5746.0
3692,Kepler-319,b,0,1,3,4.362705,0.051,1.63,,288.8119782,39.7706431,503.436,,,,,,5526.0
3693,Kepler-319,c,0,1,3,6.941357,0.069,2.63,,288.8119782,39.7706431,503.436,,,,,,5526.0
3694,Kepler-319,d,0,1,3,31.781925,0.191,2.29,,288.8119782,39.7706431,503.436,,,,,,5526.0
3695,Kepler-32,b,0,1,5,5.90124,0.05,2.2,1303.0,297.8423073,46.5743595,323.847,,,,,,3900.0
3696,Kepler-32,c,0,1,5,8.7522,0.09,2.0,158.9,297.8423073,46.5743595,323.847,,,,,,3900.0
3697,Kepler-32,d,0,1,5,22.7802,0.13,2.7,,297.8423073,46.5743595,323.847,,,,,,3900.0
3698,Kepler-32,e,0,1,5,2.896,0.033,1.5,,297.8423073,46.5743595,323.847,,,,,,3900.0
3699,Kepler-32,f,0,1,5,0.74296,0.013,0.82,,297.8423073,46.5743595,323.847,,,,,,3900.0
3700,Kepler-320,b,0,1,2,8.371554,0.085,1.14,,293.2135155,46.1751457,826.613,,,,,,6435.0
3701,Kepler-320,c,0,1,2,17.934937,0.142,1.37,,293.2135155,46.1751457,826.613,,,,,,6435.0
3702,Kepler-321,b,0,1,2,4.915379,0.057,1.77,,294.4536991,44.1457626,384.542,,,,,,5740.0
3703,Kepler-321,c,0,1,2,13.093921,0.11,2.32,,294.4536991,44.1457626,384.542,,,,,,5740.0
3704,Kepler-322,b,0,1,2,1.653888,0.027,1.01,,281.3487514,44.2952525,400.48,,,,,,5388.0
3705,Kepler-322,c,0,1,2,4.337234,0.051,1.67,,281.3487514,44.2952525,400.48,,,,,,5388.0
3706,Kepler-323,b,0,1,2,1.678328,0.02778,1.381,3.9,291.3822988,38.1274595,454.883,1838.0,,8.2,,5.4,6004.0
3707,Kepler-323,c,0,1,2,3.5538229,0.0458,1.57,6.8,291.3822988,38.1274595,454.883,1431.0,,9.6,,5.4,6004.0
3708,Kepler-324,b,0,1,4,4.385315,0.05,1.14,,286.4714473,49.6490933,501.574,,,,,,5194.0
3709,Kepler-324,c,0,1,4,51.805612,0.26,3.15,,286.4714473,49.6490933,501.574,,,,,,5194.0
3710,Kepler-324,e,0,1,4,13.97939968,,2.039,,286.4714473,49.6490933,501.574,,,,5.196,,5191.0
3711,Kepler-325,b,0,1,3,4.544439,0.053,2.91,,289.8354219,49.825607,823.242,,,,,,5752.0
3712,Kepler-325,c,0,1,3,12.762172,0.105,2.54,,289.8354219,49.825607,823.242,,,,,,5752.0
3713,Kepler-325,d,0,1,3,38.715185,0.22,2.79,,289.8354219,49.825607,823.242,,,,,,5752.0
3714,Kepler-326,b,0,1,3,2.248329,0.032,1.52,,294.3255898,46.0022646,487.675,,,,,,5105.0
3715,Kepler-326,c,0,1,3,4.580358,0.051,1.4,,294.3255898,46.0022646,487.675,,,,,,5105.0
3716,Kepler-326,d,0,1,3,6.766888,0.066,1.21,,294.3255898,46.0022646,487.675,,,,,,5105.0
3717,Kepler-327,b,0,1,3,2.549575,0.029,1.11,,292.6422963,44.0876251,241.987,,,,,,3799.0
3718,Kepler-327,c,0,1,3,5.212333,0.047,1.03,,292.6422963,44.0876251,241.987,,,,,,3799.0
3719,Kepler-327,d,0,1,3,13.969457,0.09,1.73,,292.6422963,44.0876251,241.987,,,,,,3799.0
3720,Kepler-328,b,0,1,2,34.921,,2.3,28.5,295.8092756,40.0084866,2213.19,,,,,,
3721,Kepler-328,c,0,1,2,71.312,,5.4,39.4,295.8092756,40.0084866,2213.19,,,,,,
3722,Kepler-329,b,0,1,2,7.416397,0.061,1.4,,299.2681646,45.2272852,439.719,,,,,,4257.0
3723,Kepler-329,c,0,1,2,18.684737,0.113,1.93,,299.2681646,45.2272852,439.719,,,,,,4257.0
3724,Kepler-33,b,0,1,5,5.66793,0.0677,1.74,,289.0775348,46.0051696,1209.16,,0.556,,0.3,4.27,5904.0
3725,Kepler-33,c,0,1,5,13.17562,0.1189,3.2,,289.0775348,46.0051696,1209.16,,0.556,,0.3,4.27,5904.0
3726,Kepler-33,d,0,1,5,21.77596,0.1662,5.35,,289.0775348,46.0051696,1209.16,,0.556,,0.3,4.27,5904.0
3727,Kepler-33,e,0,1,5,31.7844,0.2138,4.02,,289.0775348,46.0051696,1209.16,,0.556,,0.3,4.27,5904.0
3728,Kepler-33,f,0,1,5,41.02902,0.2535,4.46,,289.0775348,46.0051696,1209.16,,0.556,,0.3,4.27,5904.0
3729,Kepler-330,b,0,1,2,8.25978,0.075,1.35,,288.4474035,44.8017616,717.527,,,,,,5117.0
3730,Kepler-330,c,0,1,2,15.955387,0.116,1.95,,288.4474035,44.8017616,717.527,,,,,,5117.0
3731,Kepler-331,b,0,1,3,8.457496,0.065,1.82,,291.8343455,39.3073462,580.119,,,,,,4347.0
3732,Kepler-331,c,0,1,3,17.28111,0.105,1.84,,291.8343455,39.3073462,580.119,,,,,,4347.0
3733,Kepler-331,d,0,1,3,32.134328,0.159,1.64,,291.8343455,39.3073462,580.119,,,,,,4347.0
3734,Kepler-332,b,0,1,3,7.626324,0.07,1.17,,286.6627811,47.4136938,344.19,,,,,,4955.0
3735,Kepler-332,c,0,1,3,15.995622,0.114,1.09,,286.6627811,47.4136938,344.19,,,,,,4955.0
3736,Kepler-332,d,0,1,3,34.21154,0.189,1.18,,286.6627811,47.4136938,344.19,,,,,,4955.0
3737,Kepler-333,b,0,2,2,12.551158,0.087,1.32,,292.2861201,40.9135429,324.413,,,,,,4259.0
3738,Kepler-333,c,0,2,2,24.08821,0.135,1.11,,292.2861201,40.9135429,324.413,,,,,,4259.0
3739,Kepler-334,b,0,1,3,5.470319,0.061,1.12,,287.1406177,47.1151153,426.59,,,,,,5828.0
3740,Kepler-334,c,0,1,3,12.758005,0.107,1.43,,287.1406177,47.1151153,426.59,,,,,,5828.0
