rowid,hostname,pl_letter,cb_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,ra,dec,sy_dist,pl_eqt,st_lum,pl_dens,st_dens,st_age,st_teff
3741,Kepler-334,d,0,1,3,25.09849,0.168,1.41,,287.1406177,47.1151153,426.59,,,,,,5828.0
3742,Kepler-335,b,0,1,2,6.562331,0.075,3.39,,296.0642944,45.4285986,1278.97,,,,,,5877.0
3743,Kepler-335,c,0,1,2,67.844469,0.356,3.07,,296.0642944,45.4285986,1278.97,,,,,,5877.0
3744,Kepler-336,b,0,1,3,2.024823,0.033,1.02,,290.2376224,41.3313637,768.86,,,,,,5867.0
3745,Kepler-336,c,0,1,3,9.600001,0.092,2.1,,290.2376224,41.3313637,768.86,,,,,,5867.0
3746,Kepler-336,d,0,1,3,20.678772,0.154,2.37,,290.2376224,41.3313637,768.86,,,,,,5867.0
3747,Kepler-337,b,0,1,2,3.292781,0.045,1.54,,290.0605123,47.1639533,677.975,,,,,,5684.0
3748,Kepler-337,c,0,1,2,9.693201,0.093,2.05,,290.0605123,47.1639533,677.975,,,,,,5684.0
3749,Kepler-338,b,0,1,4,13.726976,0.117,2.44,,282.9790593,40.7844188,552.798,,,,,,5923.0
3750,Kepler-338,c,0,1,4,24.310856,0.172,2.34,,282.9790593,40.7844188,552.798,,,,,,5923.0
3751,Kepler-338,d,0,1,4,44.431014,0.257,3.0,,282.9790593,40.7844188,552.798,,,,,,5923.0
3752,Kepler-338,e,0,1,4,9.341,,1.56,8.5,282.9790593,40.7844188,552.798,,,,,,
3753,Kepler-339,b,0,1,3,4.977656,0.055,1.42,,293.351701,48.4445922,616.637,,,,,,5631.0
3754,Kepler-339,c,0,1,3,6.988055,0.069,1.15,,293.351701,48.4445922,616.637,,,,,,5631.0
3755,Kepler-339,d,0,1,3,10.558345,0.091,1.17,,293.351701,48.4445922,616.637,,,,,,5631.0
3756,Kepler-34,b,1,2,1,288.822,1.0896,8.564,69.92,296.4358022,44.6415369,1800.82,,0.173,0.613,,,5913.0
3757,Kepler-340,b,0,1,2,14.844387,0.134,2.53,,295.933471,40.3005515,808.762,,,,,,6620.0
3758,Kepler-340,c,0,1,2,22.824669,0.178,3.37,,295.933471,40.3005515,808.762,,,,,,6620.0
3759,Kepler-341,b,0,1,4,5.195528,0.06,1.18,,289.8615609,43.4727412,1047.03,,,,,,6012.0
3760,Kepler-341,c,0,1,4,8.01041,0.08,1.7,,289.8615609,43.4727412,1047.03,,,,,,6012.0
3761,Kepler-341,d,0,1,4,27.666313,0.182,1.85,,289.8615609,43.4727412,1047.03,,,,,,6012.0
3762,Kepler-341,e,0,1,4,42.473269,0.242,1.99,,289.8615609,43.4727412,1047.03,,,,,,6012.0
3763,Kepler-342,b,0,1,4,15.170318,0.128,2.25,,292.6780488,46.7266813,781.611,,,,,,6175.0
3764,Kepler-342,c,0,1,4,26.234138,0.185,1.96,,292.6780488,46.7266813,781.611,,,,,,6175.0
3765,Kepler-342,d,0,1,4,39.459357,0.242,2.49,,292.6780488,46.7266813,781.611,,,,,,6175.0
3766,Kepler-342,e,0,1,4,1.64422461,,0.88,,292.6780488,46.7266813,781.611,,,,,2.04,6366.0
3767,Kepler-343,b,0,1,2,8.96855,0.088,2.41,,291.960662,42.4329567,927.193,,,,,,5807.0
3768,Kepler-343,c,0,1,2,23.22182,0.167,2.02,,291.960662,42.4329567,927.193,,,,,,5807.0
3769,Kepler-344,b,0,1,2,21.963945,0.153,2.61,,292.4996101,46.3243406,1002.94,,,,,,5774.0
3770,Kepler-344,c,0,1,2,125.596809,0.488,2.95,,292.4996101,46.3243406,1002.94,,,,,,5774.0
3771,Kepler-345,b,0,1,2,7.415563,0.066,0.74,,295.2288521,45.9710432,,,,,,,4504.0
3772,Kepler-345,c,0,1,2,9.387427,0.077,1.2,,295.2288521,45.9710432,,,,,,,4504.0
3773,Kepler-346,b,0,1,2,6.511127,0.071,2.66,,288.0119248,46.1176003,984.105,,,,,,6033.0
3774,Kepler-346,c,0,1,2,23.851549,0.168,3.07,,288.0119248,46.1176003,984.105,,,,,,6033.0
3775,Kepler-347,b,0,1,3,12.79836,0.11,1.97,,289.1995995,49.3056404,1298.88,,,,,,6088.0
3776,Kepler-347,c,0,1,3,27.320871,0.183,1.75,,289.1995995,49.3056404,1298.88,,,,,,6088.0
3777,Kepler-347,d,0,1,3,85.517344,0.3802,3.04,,289.1995995,49.3056404,1298.88,482.0,,,0.0508,,5592.0
3778,Kepler-348,b,0,1,2,7.05677,0.076,1.52,,297.2550814,40.5483883,570.783,,,,,,6177.0
3779,Kepler-348,c,0,1,2,17.265427,0.138,1.33,,297.2550814,40.5483883,570.783,,,,,,6177.0
3780,Kepler-349,b,0,1,2,5.929778,0.065,1.9,,293.6764689,44.6155972,940.724,,,,,,5956.0
3781,Kepler-349,c,0,1,2,12.247629,0.105,1.96,,293.6764689,44.6155972,940.724,,,,,,5956.0
3782,Kepler-35,b,1,2,1,131.458,0.60347,8.16,40.363,294.496955,46.6896733,1819.17,,-0.027,0.41,,,5606.0
3783,Kepler-350,b,0,1,3,11.189562,0.104,1.85,,285.4195845,39.7061009,956.859,,,,,,6186.0
3784,Kepler-350,c,0,1,3,17.849,,3.1,6.1,285.4195845,39.7061009,956.859,,,,,,
3785,Kepler-350,d,0,1,3,26.136,,2.8,14.9,285.4195845,39.7061009,956.859,,,,,,
3786,Kepler-351,b,0,1,3,37.054919,0.214,3.06,,286.4527949,42.6577891,1083.91,,,,,,5643.0
3787,Kepler-351,c,0,1,3,57.24809,0.287,3.19,,286.4527949,42.6577891,1083.91,,,,,,5643.0
3788,Kepler-351,d,0,1,3,142.544247,,2.72,,286.4527949,42.6577891,1083.91,,,,,4.9,5225.0
3789,Kepler-352,b,0,1,3,10.05537,0.085,0.86,,299.8966237,46.0519022,252.733,,,,,,5212.0
3790,Kepler-352,c,0,1,3,16.332995,0.118,1.24,,299.8966237,46.0519022,252.733,,,,,,5212.0
3791,Kepler-352,d,0,1,3,6.88727999,,0.806,,299.8966237,46.0519022,252.733,,,,3.6804,,5208.0
3792,Kepler-353,b,0,2,2,5.795278,0.051,0.89,,296.8565596,41.7580749,384.694,,,,,,3903.0
3793,Kepler-353,c,0,2,2,8.410894,0.065,1.38,,296.8565596,41.7580749,384.694,,,,,,3903.0
3794,Kepler-354,b,0,1,3,5.47666,0.054,1.84,,285.7515347,41.3356739,554.064,,,,,,4648.0
3795,Kepler-354,c,0,1,3,16.934402,0.115,1.31,,285.7515347,41.3356739,554.064,,,,,,4648.0
3796,Kepler-354,d,0,1,3,24.209842,0.146,1.24,,285.7515347,41.3356739,554.064,,,,,,4648.0
3797,Kepler-355,b,0,1,2,11.03189,0.102,1.46,,285.7994917,42.8117427,1432.17,,,,,,6184.0
3798,Kepler-355,c,0,1,2,25.762294,0.179,2.71,,285.7994917,42.8117427,1432.17,,,,,,6184.0
3799,Kepler-356,b,0,1,2,4.612696,0.057,1.57,,292.4210998,37.6827919,707.559,,,,,,6133.0
3800,Kepler-356,c,0,1,2,13.121632,0.115,1.81,,292.4210998,37.6827919,707.559,,,,,,6133.0
3801,Kepler-357,b,0,1,3,6.475434,0.063,1.84,,291.2429746,44.0086337,688.573,,,,,,5036.0
3802,Kepler-357,c,0,1,3,16.85837,0.12,2.67,,291.2429746,44.0086337,688.573,,,,,,5036.0
3803,Kepler-357,d,0,1,3,49.499875,0.246,3.43,,291.2429746,44.0086337,688.573,,,,,,5036.0
3804,Kepler-358,b,0,1,2,34.060467,0.21,2.72,,293.2302333,48.2813901,1101.1,,,,,,5908.0
3805,Kepler-358,c,0,1,2,83.488369,0.381,2.85,,293.2302333,48.2813901,1101.1,,,,,,5908.0
3806,Kepler-359,b,0,1,3,25.563222,0.178,3.53,,293.2936129,42.1963497,1443.21,,,,,,6248.0
3807,Kepler-359,c,0,1,3,57.68802,0.307,4.3,,293.2936129,42.1963497,1443.21,,,,,,6248.0
3808,Kepler-359,d,0,1,3,77.095691,0.372,4.01,,293.2936129,42.1963497,1443.21,,,,,,6248.0
3809,Kepler-36,b,0,1,2,13.86825,,1.498,3.83,291.2501859,49.2318073,527.956,,,6.26,,,5979.0
3810,Kepler-36,c,0,1,2,16.21865,,3.679,7.13,291.2501859,49.2318073,527.956,,,0.787,,,5979.0
3811,Kepler-360,b,0,1,2,3.289672,0.044,1.65,,286.2847077,44.7815817,876.044,,,,,,6053.0
3812,Kepler-360,c,0,1,2,7.186434,0.075,2.1,,286.2847077,44.7815817,876.044,,,,,,6053.0
3813,Kepler-361,b,0,1,2,8.486616,0.086,1.45,,296.8034146,46.7411011,930.32,,,,,,6169.0
3814,Kepler-361,c,0,1,2,55.188023,0.3,2.52,,296.8034146,46.7411011,930.32,,,,,,6169.0
3815,Kepler-362,b,0,1,2,10.327186,0.087,0.88,,291.771603,47.5299192,1090.51,,,,,,5788.0
3816,Kepler-362,c,0,1,2,37.866281,0.207,1.45,,291.771603,47.5299192,1090.51,,,,,,5788.0
3817,Kepler-363,b,0,1,3,3.614568,0.048,1.16,,283.1920779,41.3054172,762.596,,,,,,5593.0
3818,Kepler-363,c,0,1,3,7.542427,0.079,1.69,,283.1920779,41.3054172,762.596,,,,,,5593.0
3819,Kepler-363,d,0,1,3,11.932125,0.107,2.05,,283.1920779,41.3054172,762.596,,,,,,5593.0
3820,Kepler-364,b,0,1,2,25.745718,0.178,1.55,,281.5699998,47.3986233,891.462,,,,,,6108.0
3821,Kepler-364,c,0,1,2,59.980627,0.312,2.15,,281.5699998,47.3986233,891.462,,,,,,6108.0
3822,Kepler-365,b,0,1,2,10.664903,0.098,2.04,,295.626564,49.130411,1038.99,,,,,,6012.0
3823,Kepler-365,c,0,1,2,17.784129,0.137,1.64,,295.626564,49.130411,1038.99,,,,,,6012.0
3824,Kepler-366,b,0,1,2,3.281959,0.045,1.46,,296.8520316,49.0844359,1856.28,,,,,,6209.0
3825,Kepler-366,c,0,1,2,12.51616,0.11,1.79,,296.8520316,49.0844359,1856.28,,,,,,6209.0
3826,Kepler-367,b,0,1,2,37.815724,0.201,1.3,,297.292558,49.9817499,188.027,,,,,,4710.0
3827,Kepler-367,c,0,1,2,53.578637,0.253,1.2,,297.292558,49.9817499,188.027,,,,,,4710.0
3828,Kepler-368,b,0,1,2,26.84768,0.186,3.26,,291.880018,45.3878419,770.978,,,,,,5502.0
3829,Kepler-368,c,0,1,2,72.379334,0.36,3.88,,291.880018,45.3878419,770.978,,,,,,5502.0
3830,Kepler-369,b,0,1,2,2.732756,0.03,1.13,,293.6743322,47.9084727,,,,,,,3591.0
3831,Kepler-369,c,0,1,2,14.871572,0.094,1.41,,293.6743322,47.9084727,,,,,,,3591.0
3832,Kepler-37,b,0,1,4,13.36702,0.1019,0.31,0.79,284.0592503,44.5183733,63.9207,718.0,,140.0,,7.6,5357.0
3833,Kepler-37,c,0,1,4,21.301848,0.139,0.755,1.3,284.0592503,44.5183733,63.9207,615.0,,15.0,,7.6,5357.0
3834,Kepler-37,d,0,1,4,39.7922622,0.2109,2.03,2.0,284.0592503,44.5183733,63.9207,499.0,,1.3,,7.6,5357.0
3835,Kepler-37,e,0,1,4,51.196,,,,284.0592503,44.5183733,63.9207,,,,,,
3836,Kepler-370,b,0,1,2,4.57953,0.054,1.59,,292.1710683,40.9162381,1167.94,,,,,,5852.0
3837,Kepler-370,c,0,1,2,19.02293,0.14,1.91,,292.1710683,40.9162381,1167.94,,,,,,5852.0
3838,Kepler-371,b,0,1,2,34.763278,0.2,1.89,,292.3264835,38.6575441,813.192,,,,,,5666.0
3839,Kepler-371,c,0,1,2,67.968015,0.313,1.78,,292.3264835,38.6575441,813.192,,,,,,5666.0
3840,Kepler-372,b,0,1,3,6.849692,0.075,1.36,,291.2562253,49.2589288,1493.95,,,,,,6509.0
3841,Kepler-372,c,0,1,3,20.053763,0.154,2.09,,291.2562253,49.2589288,1493.95,,,,,,6509.0
3842,Kepler-372,d,0,1,3,30.092568,0.201,1.69,,291.2562253,49.2589288,1493.95,,,,,,6509.0
3843,Kepler-373,b,0,1,2,5.535309,0.06,1.36,,289.3879904,50.5970115,1090.45,,,,,,5787.0
3844,Kepler-373,c,0,1,2,16.725948,0.126,1.24,,289.3879904,50.5970115,1090.45,,,,,,5787.0
3845,Kepler-374,b,0,1,3,1.897806,0.029,1.03,,294.1378921,42.3704075,1265.61,,,,,,5977.0
3846,Kepler-374,c,0,1,3,3.282807,0.042,1.1,,294.1378921,42.3704075,1265.61,,,,,,5977.0
3847,Kepler-374,d,0,1,3,5.028219,0.056,1.31,,294.1378921,42.3704075,1265.61,,,,,,5977.0
3848,Kepler-375,b,0,1,2,12.125934,0.101,1.45,,288.6178715,48.0983639,1238.81,,,,,,5826.0
3849,Kepler-375,c,0,1,2,19.986326,0.141,2.65,,288.6178715,48.0983639,1238.81,,,,,,5826.0
3850,Kepler-376,b,0,1,2,4.920199,0.057,1.07,,291.6071451,38.4103192,923.067,,,,,,5900.0
3851,Kepler-376,c,0,1,2,14.172327,0.115,1.79,,291.6071451,38.4103192,923.067,,,,,,5900.0
3852,Kepler-377,b,0,1,2,12.509529,0.109,1.39,,295.4220717,38.7356737,823.804,,,,,,5949.0
3853,Kepler-377,c,0,1,2,27.014976,0.182,2.06,,295.4220717,38.7356737,823.804,,,,,,5949.0
3854,Kepler-378,b,0,1,2,16.092361,0.112,0.75,,294.9489697,46.4388673,152.094,,,,,,4661.0
3855,Kepler-378,c,0,1,2,28.906009,0.166,0.7,,294.9489697,46.4388673,152.094,,,,,,4661.0
3856,Kepler-379,b,0,1,2,20.09838,0.152,1.66,,295.7010981,38.9458209,731.274,,,,,,6054.0
3857,Kepler-379,c,0,1,2,62.784697,0.326,2.29,,295.7010981,38.9458209,731.274,,,,,,6054.0
3858,Kepler-38,b,1,2,1,105.599,0.4632,4.3,122.0,286.830312,42.2791434,1174.59,475.0,,,0.175,10.0,5623.0
3859,Kepler-380,b,0,1,2,3.930821,0.05,1.19,,282.3947017,48.7591334,813.713,,,,,,6045.0
3860,Kepler-380,c,0,1,2,7.630004,0.078,1.27,,282.3947017,48.7591334,813.713,,,,,,6045.0
3861,Kepler-381,b,0,1,3,5.629021,0.066,0.99,,285.1828685,43.8310283,267.323,,,,,,6152.0
3862,Kepler-381,c,0,1,3,13.391635,0.117,1.12,,285.1828685,43.8310283,267.323,,,,,,6152.0
3863,Kepler-381,d,0,1,3,8.25629997,,1.067,,285.1828685,43.8310283,267.323,,,,1.685,,6197.0
3864,Kepler-382,b,0,1,2,5.262155,0.055,1.32,,299.1362435,45.8699582,935.446,,,,,,5600.0
3865,Kepler-382,c,0,1,2,12.162701,0.097,1.59,,299.1362435,45.8699582,935.446,,,,,,5600.0
3866,Kepler-383,b,0,1,2,12.904532,0.095,1.32,,291.3426078,38.3631616,,,,,,,4710.0
3867,Kepler-383,c,0,1,2,31.200751,0.172,1.24,,291.3426078,38.3631616,,,,,,,4710.0
3868,Kepler-384,b,0,1,2,22.597053,0.148,1.12,,286.0261113,44.7828571,895.678,,,,,,5577.0
3869,Kepler-384,c,0,1,2,45.348269,0.236,1.13,,286.0261113,44.7828571,895.678,,,,,,5577.0
3870,Kepler-385,b,0,1,3,10.043686,0.097,2.73,,294.3385109,50.3365178,1432.61,,,,,,6326.0
3871,Kepler-385,c,0,1,3,15.163161,0.127,3.04,,294.3385109,50.3365178,1432.61,,,,,,6326.0
3872,Kepler-385,d,0,1,3,56.4159,,2.619,,294.3385109,50.3365178,1432.61,,0.144,,0.9558,,5829.0
3873,Kepler-386,b,0,1,2,12.31043,0.096,1.39,,289.8589165,48.6938077,882.462,,,,,,5178.0
3874,Kepler-386,c,0,1,2,25.193458,0.155,1.58,,289.8589165,48.6938077,882.462,,,,,,5178.0
3875,Kepler-387,b,0,1,2,6.791636,0.068,1.03,,287.7982699,45.6567655,801.052,,,,,,5774.0
3876,Kepler-387,c,0,1,2,11.837549,0.098,0.89,,287.7982699,45.6567655,801.052,,,,,,5774.0
3877,Kepler-388,b,0,1,2,3.173315,0.036,0.81,,284.8280577,44.6086451,,,,,,,4498.0
3878,Kepler-388,c,0,1,2,13.297004,0.093,0.86,,284.8280577,44.6086451,,,,,,,4498.0
3879,Kepler-389,b,0,1,2,3.244107,0.041,1.51,,291.9600082,44.9000587,816.559,,,,,,5376.0
3880,Kepler-389,c,0,1,2,14.51143,0.11,1.46,,291.9600082,44.9000587,816.559,,,,,,5376.0
3881,Kepler-39,b,0,1,1,21.08721,0.164,13.9,6388.1,296.9603348,46.0342954,1057.41,897.0,,13.0,0.66,2.1,6350.0
3882,Kepler-390,b,0,2,2,6.738088,0.065,0.82,,291.6288086,41.2088351,435.277,,,,,,5166.0
3883,Kepler-390,c,0,2,2,13.060022,0.101,0.79,,291.6288086,41.2088351,435.277,,,,,,5166.0
3884,Kepler-391,b,0,1,2,7.416755,0.082,3.2,,290.6218844,51.0573453,869.236,,,,,,4940.0
3885,Kepler-391,c,0,1,2,20.485435,0.161,3.54,,290.6218844,51.0573453,869.236,,,,,,4940.0
3886,Kepler-392,b,0,1,2,5.341853,0.059,1.0,,288.660826,43.3681938,681.428,,,,,,5938.0
3887,Kepler-392,c,0,1,2,10.423118,0.093,1.1,,288.660826,43.3681938,681.428,,,,,,5938.0
3888,Kepler-393,b,0,1,2,9.182417,0.091,1.29,,290.995205,45.192188,881.404,,,,,,6189.0
3889,Kepler-393,c,0,1,2,14.613612,0.124,1.33,,290.995205,45.192188,881.404,,,,,,6189.0
3890,Kepler-394,b,0,1,3,8.005013,0.083,1.6,,296.3019792,50.6723115,1058.72,,,,,,6402.0
3891,Kepler-394,c,0,1,3,12.130686,0.11,1.66,,296.3019792,50.6723115,1058.72,,,,,,6402.0
3892,Kepler-394,d,0,1,3,5.61358023,,1.501,,296.3019792,50.6723115,1058.72,,,,1.9638,,6398.0
3893,Kepler-395,b,0,1,2,7.054346,0.061,1.03,,293.5111889,45.1366252,421.382,,,,,,4262.0
3894,Kepler-395,c,0,1,2,34.989262,0.177,1.32,,293.5111889,45.1366252,421.382,,,,,,4262.0
3895,Kepler-396,b,0,1,2,42.994,,3.5,75.5,296.1328135,48.9773095,223.757,,,,,,
3896,Kepler-396,c,0,1,2,88.505,,5.3,17.9,296.1328135,48.9773095,223.757,,,,,,
3897,Kepler-397,b,0,1,2,22.250949,0.144,2.46,,295.8940373,42.3805156,,,,,,,5307.0
3898,Kepler-397,c,0,1,2,135.498527,0.48,6.18,,295.8940373,42.3805156,,,,,,,5307.0
3899,Kepler-398,b,0,1,3,4.081423,0.044,0.93,,291.4688524,40.3437001,177.355,,,,,,4493.0
3900,Kepler-398,c,0,1,3,11.419412,0.087,1.01,,291.4688524,40.3437001,177.355,,,,,,4493.0
3901,Kepler-398,d,0,1,3,6.83437001,,0.88,,291.4688524,40.3437001,177.355,,,,,2.34,4557.0
3902,Kepler-399,b,0,1,3,14.425281,0.103,0.96,,299.5017242,40.6707669,740.537,,,,,,5502.0
3903,Kepler-399,c,0,1,3,26.67569,0.155,1.43,,299.5017242,40.6707669,740.537,,,,,,5502.0
3904,Kepler-399,d,0,1,3,58.034616,0.261,1.89,,299.5017242,40.6707669,740.537,,,,,,5502.0
3905,Kepler-4,b,0,1,1,3.21346,0.0456,4.002,24.472,285.6154492,50.1357712,487.916,1650.0,0.354,1.91,,4.5,5857.0
3906,Kepler-40,b,0,1,1,6.87349,0.08,13.11,699.2,296.8136883,47.5265446,2305.01,1620.0,,1.68,0.213,2.8,6510.0
3907,Kepler-400,b,0,1,2,9.024389,0.087,1.65,,290.9444679,40.4800528,845.97,,,,,,5886.0
3908,Kepler-400,c,0,1,2,17.340824,0.134,1.49,,290.9444679,40.4800528,845.97,,,,,,5886.0
3909,Kepler-401,b,0,1,3,14.383035,0.122,1.71,,290.0827494,50.8634361,965.56,,,,,,6117.0
3910,Kepler-401,c,0,1,3,47.318218,0.269,2.15,,290.0827494,50.8634361,965.56,,,,,,6117.0
3911,Kepler-401,d,0,1,3,184.256405,,2.27,,290.0827494,50.8634361,965.56,,,,,3.39,6184.0
3912,Kepler-402,b,0,1,4,4.028751,0.051,1.22,,288.3701976,43.3546109,625.339,,,,,,6090.0
3913,Kepler-402,c,0,1,4,6.124821,0.068,1.56,,288.3701976,43.3546109,625.339,,,,,,6090.0
3914,Kepler-402,d,0,1,4,8.921099,0.087,1.38,,288.3701976,43.3546109,625.339,,,,,,6090.0
3915,Kepler-402,e,0,1,4,11.242861,0.102,1.46,,288.3701976,43.3546109,625.339,,,,,,6090.0
3916,Kepler-403,b,0,1,3,7.031462,0.076,1.25,,289.9214256,46.7445267,840.269,,,,,,6090.0
3917,Kepler-403,c,0,1,3,54.280749,0.297,1.75,,289.9214256,46.7445267,840.269,,,,,,6090.0
3918,Kepler-403,d,0,1,3,13.61159129,,1.42,,289.9214256,46.7445267,840.269,,,,,3.09,6209.0
3919,Kepler-404,b,0,1,2,11.829851,0.102,1.27,,286.3985796,45.3435241,812.524,,,,,,5654.0
3920,Kepler-404,c,0,1,2,14.751166,0.118,1.72,,286.3985796,45.3435241,812.524,,,,,,5654.0
3921,Kepler-405,b,0,1,2,10.613839,0.095,2.08,,291.4094615,38.3400107,1065.08,,,,,,5818.0
3922,Kepler-405,c,0,1,2,29.726682,0.188,4.66,,291.4094615,38.3400107,1065.08,,,,,,5818.0
3923,Kepler-406,b,0,1,2,2.42629,,1.43,6.35,291.8481764,44.9682807,364.03,,,11.82,1.12,5.84,5538.0
3924,Kepler-406,c,0,1,2,4.62332,,0.85,2.71,291.8481764,44.9682807,364.03,,,24.39,1.12,5.84,5538.0
3925,Kepler-407,b,0,1,2,0.66931,,1.07,3.2,286.0363025,49.6145027,338.368,,,,1.38,7.47,5476.0
3926,Kepler-407,c,0,1,2,3000.0,,,4000.0,286.0363025,49.6145027,338.368,,,,1.38,7.47,5476.0
3927,Kepler-408,b,0,1,1,2.46502,,0.82,5.0,284.7862158,48.4232622,88.7832,,,,0.82,6.68,6104.0
3928,Kepler-409,b,0,1,1,68.9583216,0.3192,1.199,6.0,293.6792058,46.8527337,68.173,438.0,,19.0,,5.8,5421.0
3929,Kepler-41,b,0,1,1,1.8555582,0.03101,14.46,177.98,294.5132465,45.9816453,1093.08,1790.0,,0.33,0.754,4.4,5750.0
3930,Kepler-410 A,b,0,2,1,17.833648,0.1226,2.838,,283.1510448,45.1400838,147.527,,0.435,,0.693,2.76,6273.0
3931,Kepler-411,b,0,2,4,3.005156,0.0375,2.401,25.6,287.6057027,49.5233937,153.676,1138.0,,10.3,,0.212,
3932,Kepler-411,c,0,2,4,7.834435,0.0739,4.421,26.4,287.6057027,49.5233937,153.676,838.0,,1.7,,0.212,
3933,Kepler-411,d,0,2,4,58.02035,0.279,3.319,15.2,287.6057027,49.5233937,153.676,410.0,,2.3,,0.212,
3934,Kepler-411,e,0,2,4,31.509728,0.186,,10.8,287.6057027,49.5233937,153.676,503.0,,,,0.212,
3935,Kepler-412,b,0,1,1,1.7208604,0.02897,15.031,299.07803,286.1103053,43.6809612,1086.24,1850.0,,0.52,,,5750.0
3936,Kepler-413,b,1,2,1,66.262,0.3553,4.347,67.0,288.5106679,51.1624235,847.536,,,3.2,1.755,,4700.0
3937,Kepler-414,b,0,1,2,4.7,,1.71,3.5,297.9615616,48.2443363,413.46,,,,,,
3938,Kepler-414,c,0,1,2,7.171,,3.01,29.9,297.9615616,48.2443363,413.46,,,,,,
3939,Kepler-415,b,0,1,2,4.176,,1.21,119.9,293.8045041,38.6390517,530.487,,,,,,
3940,Kepler-415,c,0,1,2,8.708,,,,293.8045041,38.6390517,530.487,,,,,,
3941,Kepler-416,b,0,1,3,6.319,,2.48,58.2,291.5569554,39.2272923,690.819,,,,,,
3942,Kepler-416,c,0,1,3,12.209,,,,291.5569554,39.2272923,690.819,,,,,,
3943,Kepler-416,d,0,1,3,3.07644709,0.0407,1.61,,291.5569554,39.2272923,690.819,1253.0,,,0.5583,,5670.0
3944,Kepler-417,b,0,1,2,12.331,,2.31,11.0,293.8241813,42.779648,973.989,,,,,,
3945,Kepler-417,c,0,1,2,15.943,,,,293.8241813,42.779648,973.989,,,,,,
3946,Kepler-418,b,0,1,2,86.67856,,13.45,349.61125,294.4335228,38.3554729,1002.53,,,,1.51,7.0,5820.0
3947,Kepler-418,c,0,1,2,12.21829987,,5.221,,294.4335228,38.3554729,1002.53,,,,1.7673,,5822.0
3948,Kepler-419,b,0,1,2,69.7546,0.37,10.8,794.5,295.4179125,51.1847629,1011.36,,,,13.34,,6430.0
3949,Kepler-419,c,0,1,2,675.47,1.68,,2320.1,295.4179125,51.1847629,1011.36,,,,13.34,,6430.0
3950,Kepler-42,b,0,1,3,1.2137672,0.0116,0.78,,292.2196,44.6173667,40.0595,519.0,-2.62,,,4.5,3068.0
3951,Kepler-42,c,0,1,3,0.45328509,0.006,0.73,,292.2196,44.6173667,40.0595,720.0,-2.62,,,4.5,3068.0
3952,Kepler-42,d,0,1,3,1.865169,0.0154,0.57,,292.2196,44.6173667,40.0595,450.0,-2.62,,,4.5,3068.0
3953,Kepler-421,b,0,1,1,704.1984,1.219,4.16,,283.2568116,45.0876823,348.558,185.0,-0.398,,1.58,4.0,5308.0
3954,Kepler-422,b,0,1,1,7.8914483,0.082,12.89,136.66,282.6296334,46.3232807,722.795,,0.24,0.38,0.86,,5972.0
3955,Kepler-423,b,0,1,1,2.6843285,0.03585,13.361,189.101,292.8557189,46.3911883,758.753,1605.0,,0.459,1.398,11.0,5560.0
3956,Kepler-424,b,0,1,2,3.3118644,0.044,9.98,327.35,298.6249797,48.57745,698.646,,-0.15,1.94,1.73,,5460.0
3957,Kepler-424,c,0,1,2,223.3,0.73,,2215.18,298.6249797,48.57745,698.646,,-0.15,,1.73,,5460.0
3958,Kepler-425,b,0,1,1,3.79701816,0.0464,10.962,79.45,290.3579781,40.5676965,646.647,1070.0,-0.323,0.27,1.448,5.0,5170.0
3959,Kepler-426,b,0,1,1,3.21751883,0.0414,12.22,108.06,289.4346668,49.473455,843.695,1300.0,-0.089,0.26,1.17,6.0,5725.0
3960,Kepler-427,b,0,1,1,10.290994,0.091,13.79,92.17,288.2545808,43.7048379,1017.8,1100.0,0.29,0.16,0.4,7.0,5800.0
3961,Kepler-428,b,0,1,1,3.52563254,0.0433,12.11,403.63,290.5817432,40.5773106,686.284,1070.0,-0.39,1.02,1.704,5.0,5150.0
3962,Kepler-43,b,0,1,1,3.0240949,0.046,13.664,1026.5909,285.2408288,46.6682411,1005.84,1620.0,,5.0,,,6041.0
3963,Kepler-430,b,0,1,2,35.968,0.2244,3.25,,292.8085984,49.5794242,917.477,667.0,,,,,5884.0
3964,Kepler-430,c,0,1,2,110.979,0.4757,1.75,,292.8085984,49.5794242,917.477,458.0,,,,,5884.0
3965,Kepler-431,b,0,1,3,6.803,0.0719,0.764,,281.1123072,43.2277663,486.546,1032.0,,,,,6004.0
3966,Kepler-431,c,0,1,3,8.703,0.0847,0.668,,281.1123072,43.2277663,486.546,951.0,,,,,6004.0
3967,Kepler-431,d,0,1,3,11.922,0.1045,1.11,,281.1123072,43.2277663,486.546,856.0,,,,,6004.0
3968,Kepler-432,b,0,2,2,52.501129,0.301,12.834,1719.4603,293.2822344,48.2859173,848.023,,,4.46,0.0279,4.2,4995.0
3969,Kepler-432,c,0,2,2,406.2,,,772.3269,293.2822344,48.2859173,848.023,,,,0.0279,4.2,4995.0
3970,Kepler-433,b,0,1,1,5.33408384,0.0679,16.25,896.24,297.5936232,40.9772546,1878.31,1776.0,0.88,1.13,0.177,2.67,6360.0
3971,Kepler-434,b,0,1,1,12.8747099,0.1143,12.67,908.96,293.5863887,42.9288624,1222.54,1000.0,0.33,2.4,0.65,4.0,5977.0
